,Price,Area,Location,No. of Bedrooms
1323,16500000,750,Jogeshwari West,2
1324,10000000,750,Jogeshwari West,1
1325,8500000,750,Jogeshwari West,1
1326,16000000,750,Jogeshwari West,2
1327,8500000,585,Jogeshwari West,1
1328,10500000,750,Jogeshwari West,1
1329,11000000,750,Jogeshwari West,1
1331,21400000,1050,Jogeshwari West,2
1332,24500000,1350,Jogeshwari West,3
1334,24500000,1350,Jogeshwari West,3
1336,15500000,750,Jogeshwari West,2
1337,18500000,950,Jogeshwari West,2
1338,16000000,750,Jogeshwari West,1
1340,14000000,750,Jogeshwari West,1
1341,14600000,750,Jogeshwari West,1
1343,11000000,756,Juhu,2
1344,27000000,1634,Juhu,3
1345,55000000,1800,Juhu,3
1349,16000000,1250,Juhu,3
1350,25000000,1800,Juhu,3
1351,16299999,1800,Juhu,3
1354,4000000,1080,Juhu,2
1355,14000000,1080,Juhu,2
1358,13000000,1020,Juhu,2
1360,14300000,1104,Juhu,3
1362,55000000,1500,Juhu,3
1363,16500000,1500,Juhu,3
1364,4351000,790,Juhu,2
1367,4200000,960,Juhu,2
1369,12000000,600,Juhu,1
1370,2950000,1000,Juhu,2
1371,7500000,1000,Juhu,2
1373,7500000,650,Kalwa,1
1374,7500000,650,Kalwa,1
1375,7500000,650,Kalwa,1
1376,5500000,600,Kalwa,1
1377,5500000,580,Kalwa,1
1378,5600000,630,Kalwa,1
1379,6000000,620,Kalwa,1
1381,9750000,711,Kalwa,2
1382,5300000,560,Kalwa,1
1383,6656000,488,Kalwa,1
1384,9750000,711,Kalwa,2
1385,5300000,560,Kalwa,1
1386,9250000,770,Kalwa,2
1387,20099999,1145,Kalwa,2
1389,13000000,1051,Kalwa,2
1390,12000000,2500,Kalwa,5
1391,8000000,580,Kalwa,1
1392,7000000,580,Kalwa,1
1393,6500000,500,Kalwa,1
1394,6500000,620,Kalwa,1
1395,5500000,660,Kalwa,1
1396,5700000,680,Kalwa,1
1397,5900000,657,Kalwa,1
1399,6000000,620,Kalwa,1
1400,6200000,647,Kalwa,1
1401,6000000,478,Kalwa,1
1402,4000000,680,Kalwa,1
1403,19800000,850,Kalwa,2
1404,13000000,565,Kalwa,1
1405,2520000,330,Kalwa,1
1406,2375000,525,Kalyan East,1
1407,3300000,855,Kalyan East,2
1408,4500000,600,Kalyan East,1
1409,4500000,880,Kalyan East,2
1410,3300000,855,Kalyan East,2
1411,4500000,600,Kalyan East,1
1412,4500000,880,Kalyan East,2
1413,21000000,1060,Kalyan East,2
1414,22000000,1700,Kalyan East,3
1415,11000000,1060,Kalyan East,2
1416,3800000,1060,Kalyan East,2
1419,16000000,1127,Kalyan West,2
1422,14800000,1000,Kalyan West,3
1423,10500000,600,Kalyan West,2
1425,4100000,413,Kalyan West,1
1426,4800000,465,Kalyan West,1
1431,4800000,430,Kalyan West,1
1432,5800000,485,Kalyan West,1
1433,2600000,430,Kalyan West,1
1435,2840000,455,Kalyan West,1
1436,5800000,450,Kalyan West,1
1437,8300000,660,Kalyan West,2
1439,5800000,525,Kalyan West,1
1441,3700000,440,Kalyan West,1
1442,3700000,417,Kalyan West,1
1443,3500000,410,Kalyan West,1
1444,5200000,565,Kalyan West,1
1445,11000000,596,Kalyan West,1
1447,14900000,650,Kalyan West,1
1448,4700000,695,Kalyan West,1
1449,21200000,950,Kalyan West,2
1453,10800000,655,Kalyan West,1
1455,14000000,657,Kalyan West,1
1456,4300000,600,Kalyan West,1
1457,16000000,640,Kalyan West,1
1458,14000000,657,Kalyan West,1
1459,12000000,1300,Kalyan West,3
1461,4200000,759,Kalyan West,1
1462,5500000,685,Kalyan West,1
1464,7500000,695,Kalyan West,1
1467,23000000,920,Kalyan West,2
1468,4600000,635,Kalyan West,1
1471,6500000,625,Kalyan West,1
1473,2700000,620,Kalyan West,1
1475,4000000,665,Kalyan West,1
1476,13500000,665,Kalyan West,1
1477,4600000,635,Kalyan West,1
1478,19500000,935,Kalyan West,2
1479,2320000,695,Kalyan West,1
1480,8000000,695,Kalyan West,1
1482,8000000,700,Kalyan West,1
1487,2000000,421,Kalyan West,1
1488,3800000,585,Kalyan West,1
1489,4500000,595,Kalyan West,1
1491,5200000,550,Kalyan West,1
1493,2640000,695,Kalyan West,1
1494,6500000,665,Kalyan West,1
1502,4000000,390,Kalyan West,1
1503,4000000,665,Kalyan West,1
1504,7500000,665,Kalyan West,1
1506,5100000,760,Kalyan West,1
1507,9000000,760,Kalyan West,1
1509,13500000,695,Kalyan West,1
1511,3200000,580,Kalyan West,1
1512,3200000,577,Kalyan West,1
1513,3200000,577,Kalyan West,1
1514,3800000,600,Kalyan West,1
1515,3400000,650,Kalyan West,1
1516,5200000,650,Kalyan West,1
1520,3550000,585,Kalyan West,1
1523,7700000,607,Kalyan West,1
1524,5250000,605,Kalyan West,1
1526,6050000,650,Kalyan West,1
1527,4800000,607,Kalyan West,1
1528,12200000,600,Kalyan West,1
1529,12000000,800,Kalyan West,2
1532,3500000,600,Kalyan West,1
1533,3250000,600,Kalyan West,1
1534,18000000,900,Kalyan West,2
1536,15000000,1050,Kalyan West,2
1538,9600000,800,Kalyan West,2
1539,15000000,960,Kalyan West,2
1540,7400000,585,Kalyan West,1
1544,8500000,800,Kalyan West,2
1545,11500000,635,Kalyan West,1
1548,13200000,740,Kalyan West,1
1549,8000000,740,Kalyan West,1
1550,10000000,735,Kalyan West,1
1551,4700000,725,Kalyan West,1
1552,20000000,868,Kalyan West,2
1554,4300000,720,Kalyan West,1
1555,3200000,595,Kalyan West,1
1556,18000000,999,Kalyan West,2
1557,3400000,390,Kalyan West,1
1559,3300000,350,Kalyan West,1
1560,5690000,700,Kalyan West,1
1561,8413000,650,Kalyan West,1
1562,3150000,555,Kalyan West,1
1565,4699000,600,Kalyan West,1
1567,10100000,600,Kalyan West,1
1568,7998999,585,Kalyan West,1
1569,3300000,600,Kalyan West,1
1574,4200000,607,Kalyan West,1
1575,4500000,688,Kalyan West,1
1576,3800000,768,Kalyan West,1
1578,4100000,565,Kalyan West,1
1579,4100000,650,Kalyan West,1
1580,6300000,650,Kalyan West,1
1582,3250000,650,Kalyan West,1
1583,4500000,600,Kalyan West,1
1584,5500000,650,Kalyan West,1
1585,9200000,650,Kalyan West,1
1586,9700000,964,Kalyan West,2
1587,9700000,750,Kalyan West,1
1588,3500000,600,Kalyan West,1
1589,13000000,1000,Kalyan West,2
1591,7000000,635,Kalyan West,1
1592,4000000,620,Kamothe,1
1595,5425000,619,Kamothe,1
1596,5700000,710,Kamothe,1
1600,5000000,650,Kamothe,1
1601,4050000,638,Kamothe,1
1604,3000000,420,Kamothe,1
1605,5200000,850,Kamothe,1
1609,5460000,620,Kamothe,1
1613,4800000,600,Kamothe,1
1621,4800000,653,Kamothe,1
1624,7900000,900,Kamothe,2
1626,5700000,610,Kamothe,1
1627,4000000,670,Kamothe,1
1629,6700000,610,Kamothe,2
1632,5700000,610,Kamothe,1
1633,4000000,670,Kamothe,1
1635,6700000,610,Kamothe,2
1643,9000000,650,Kamothe,1
1646,11200000,1101,Kamothe,2
1647,9000000,665,Kamothe,1
1648,11200000,1125,Kamothe,2
1649,2800000,555,Kamothe,1
1652,10000000,1012,Kamothe,2
1654,7000000,600,Kamothe,1
1655,12200000,1012,Kamothe,2
1657,10400000,630,Kamothe,1
1658,10400000,1129,Kamothe,2
1660,5000000,605,Kamothe,1
1661,5100000,600,Kamothe,1
1662,7900000,605,Kamothe,1
1663,9500000,1000,Kamothe,2
1666,12500000,1310,Kamothe,2
1667,12400000,1540,Kamothe,3
1670,4950000,600,Kamothe,1
1671,5300000,635,Kamothe,1
1673,20000000,1168,Kamothe,2
1676,4500000,550,Kamothe,1
1677,21500000,2000,Kamothe,3
1680,3800000,640,Kamothe,1
1681,13000000,1103,Kamothe,2
1682,16200000,1103,Kamothe,2
1683,13200000,1010,Kamothe,2
1692,15000000,1400,Kamothe,3
1693,8400000,930,Kamothe,2
1695,8400000,950,Kamothe,2
1698,27799999,1810,Kandivali East,3
1699,2500000,300,Kandivali East,1
1700,25000000,1600,Kandivali East,3
1701,28200000,1170,Kandivali East,3
1702,26400000,1014,Kandivali East,3
1703,16800000,764,Kandivali East,2
1704,18600000,820,Kandivali East,2
1705,12000000,560,Kandivali East,2
1707,28000000,1890,Kandivali East,4
1708,31000000,1475,Kandivali East,3
1709,24500000,1350,Kandivali East,3
1710,31500000,1786,Kandivali East,3
1711,47000000,1920,Kandivali East,4
1712,21000000,1350,Kandivali East,2
1713,6100000,400,Kandivali East,1
1714,7000000,400,Kandivali East,1
1715,35000000,2450,Kandivali East,4
1716,18000000,1165,Kandivali East,3
1717,8200000,525,Kandivali East,1
1718,12500000,745,Kandivali East,2
1719,33000000,1667,Kandivali East,3
1720,6400000,400,Kandivali East,1
1725,12000000,764,Kandivali East,2
1727,19600000,1137,Kandivali East,2
1728,5700000,340,Kandivali East,1
1729,5700000,340,Kandivali East,1
1730,8100000,510,Kandivali East,1
1731,8100000,510,Kandivali East,1
1733,7400000,525,Kandivali East,1
1734,11100000,525,Kandivali East,1
1737,16500000,2590,Kandivali East,6
1739,18900000,1065,Kandivali East,3
1742,20000000,900,Kandivali East,2
1743,15500000,1000,Kandivali East,2
1745,16000000,525,Kandivali East,1
1749,15500000,860,Kandivali East,2
1753,22500000,995,Kandivali East,2
1754,27000000,1655,Kandivali East,3
1756,31500000,1325,Kandivali East,3
1757,9600000,525,Kandivali East,1
1758,8500000,700,Kandivali East,1
1759,22500000,1250,Kandivali East,3
1762,11500000,465,Kandivali East,1
1764,26500000,1325,Kandivali East,3
1765,16500000,1065,Kandivali East,2
1766,17500000,1090,Kandivali East,2
1769,11500000,515,Kandivali East,1
1770,13000000,550,Kandivali East,1
1772,21600000,845,Kandivali East,2
1773,32700000,1202,Kandivali East,3
1777,27000000,1750,Kandivali East,3
1778,27900000,1750,Kandivali East,3
1780,21500000,800,Kandivali East,2
1786,8000000,570,Kandivali East,1
1787,5300000,495,Kandivali East,1
1788,8900000,650,Kandivali East,1
1789,35000000,1350,Kandivali East,3
1790,41900000,2095,Kandivali East,4
1791,46300000,1627,Kandivali East,3
1794,7909999,534,Kandivali East,1
1795,7900000,553,Kandivali East,1
1796,11299999,564,Kandivali East,1
1797,5500000,744,Kandivali East,1
1798,4500000,393,Kandivali East,1
1800,6800000,553,Kandivali East,1
1801,3300000,450,Kandivali East,1
1802,4554000,450,Kandivali East,1
1803,2300000,300,Kandivali East,1
1805,22799999,1350,Kandivali East,3
1807,22500000,1400,Kandivali East,3
1808,32900000,1050,Kandivali East,2
1809,26000000,1050,Kandivali East,2
1819,13600000,680,Kandivali East,2
1820,24000000,1090,Kandivali East,2
1822,15600000,995,Kandivali East,2
1828,32500000,1600,Kandivali East,3
1829,17500000,1120,Kandivali East,3
1830,5000000,365,Kandivali East,1
1831,23000000,1052,Kandivali East,2
1833,6190000,535,Kandivali East,1
1834,25000000,1655,Kandivali East,3
1837,20000000,1120,Kandivali East,2
1840,12500000,800,Kandivali West,2
1843,35300000,1962,Kandivali West,3
1844,25000000,1440,Kandivali West,3
1846,9000000,765,Kandivali West,1
1849,8800000,600,Kandivali West,1
1851,26500000,1500,Kandivali West,3
1852,32000000,1300,Kandivali West,3
1853,33000000,1472,Kandivali West,3
1854,3800000,340,Kandivali West,1
1855,21000000,1129,Kandivali West,2
1856,16500000,839,Kandivali West,2
1858,9300000,650,Kandivali West,1
1859,9800000,562,Kandivali West,1
1860,39000000,1505,Kandivali West,3
1862,19900000,784,Kandivali West,3
1865,16000000,925,Kandivali West,2
1866,25800000,665,Kandivali West,1
1867,17000000,864,Kandivali West,2
1868,17000000,864,Kandivali West,2
1869,2000000,750,Kandivali West,1
1870,16500000,840,Kandivali West,2
1873,8900000,450,Kandivali West,1
1875,16900000,888,Kandivali West,2
1876,29200000,888,Kandivali West,2
1877,25500000,830,Kandivali West,2
1880,2000000,580,Kandivali West,1
1881,2000000,580,Kandivali West,1
1882,26000000,950,Kandivali West,2
1883,2500000,605,Kandivali West,1
1885,4100000,340,Kandivali West,1
1886,4100000,340,Kandivali West,1
1887,3800000,355,Kandivali West,1
1888,4100000,350,Kandivali West,1
1889,3900000,350,Kandivali West,1
1890,3900000,380,Kandivali West,1
1891,5200000,350,Kandivali West,1
1892,3900000,410,Kandivali West,1
1893,4200000,340,Kandivali West,1
1894,4000000,350,Kandivali West,1
1895,4100000,350,Kandivali West,1
1896,4200000,340,Kandivali West,1
1897,4000000,340,Kandivali West,1
1898,4100000,350,Kandivali West,1
1899,3700000,350,Kandivali West,1
1900,3800000,335,Kandivali West,1
1901,3800000,335,Kandivali West,1
1908,22200000,565,Kandivali West,1
1911,21000000,1150,Kandivali West,3
1912,7500000,520,Kandivali West,1
1914,15500000,980,Kandivali West,2
1916,25500000,900,Kandivali West,2
1920,29000000,975,Kandivali West,2
1921,18000000,560,Kandivali West,1
1922,23400000,650,Kandivali West,1
1923,8100000,650,Kandivali West,1
1924,18800000,990,Kandivali West,2
1925,18900000,990,Kandivali West,2
1926,18800000,990,Kandivali West,2
1930,18800000,990,Kandivali West,2
1931,18900000,990,Kandivali West,2
1935,15100000,829,Kandivali West,2
1937,3700000,610,Kandivali West,1
1939,15100000,685,Kandivali West,2
1941,16500000,780,Kandivali West,2
1946,13500000,721,Kandivali West,2
1947,13799999,721,Kandivali West,2
1949,17500000,575,Kandivali West,1
1950,18000000,1100,Kandivali West,2
1951,17000000,525,Kandivali West,1
1952,16000000,750,Kandivali West,1
1953,9500000,610,Kandivali West,1
1954,8500000,575,Kanjurmarg,1
1955,8500000,575,Kanjurmarg,1
1958,8500000,484,Kanjurmarg,1
1959,10600000,620,Kanjurmarg,1
1960,10800000,650,Kanjurmarg,1
1961,19900000,1055,Kanjurmarg,2
1963,26500000,1115,Kanjurmarg,3
1966,19000000,656,Kanjurmarg,2
1967,16500000,753,Kanjurmarg,2
1968,19000000,653,Kanjurmarg,2
1969,16399999,752,Kanjurmarg,2
1970,17100000,652,Kanjurmarg,2
1971,23800000,944,Kanjurmarg,3
1973,14100000,677,Kanjurmarg,2
1974,16399999,749,Kanjurmarg,2
1975,6800000,649,Kanjurmarg,2
1976,16800000,1054,Kanjurmarg,2
1977,4700000,650,Karanjade,1
1978,4100000,690,Karanjade,1
1979,4000000,670,Karanjade,1
1980,4300000,654,Karanjade,1
1981,3950000,630,Karanjade,1
1982,3850000,635,Karanjade,1
1983,3300000,625,Karanjade,1
1984,2850000,530,Karanjade,1
1985,2100000,395,Karanjade,1
1990,15200000,585,Karanjade,1
1991,4700000,640,Karanjade,1
1993,3800000,685,Karanjade,1
1994,11200000,685,Karanjade,1
1995,12400000,984,Karanjade,2
1996,4100000,690,Karanjade,1
1997,6800000,640,Karanjade,1
1998,11000000,640,Karanjade,1
2001,12500000,1035,Karanjade,2
2002,5300000,620,Karanjade,1
2003,14600000,680,Karanjade,1
2004,2064000,700,Karjat,1
2005,2100000,600,Karjat,1
2006,2064000,700,Karjat,1
2007,2100000,688,Karjat,1
2008,2064000,700,Karjat,1
2009,2064000,688,Karjat,1
2011,2064000,700,Karjat,1
2012,2100000,688,Karjat,1
2013,2064000,700,Karjat,1
2015,2100000,688,Karjat,1
2016,2064000,700,Karjat,1
2017,2110000,900,Khar West,2
2018,70000000,2600,Khar West,4
2019,6800000,1800,Khar West,4
2020,6800000,1800,Khar West,4
2021,8300000,1175,Khar West,3
2022,65000000,3800,Khar West,4
2023,6500000,1500,Khar West,3
2024,3600000,2800,Khar West,4
2025,32500000,1196,Khar West,3
2026,15500000,775,Khar West,2
2027,15000000,1600,Khar West,3
2028,15500000,1120,Khar West,2
2029,2700000,942,Khar West,2
2030,4850000,720,Kharghar,1
2031,4500000,600,Kharghar,1
2032,6700000,650,Kharghar,1
2033,4500000,650,Kharghar,1
2034,5000000,665,Kharghar,1
2035,17000000,2000,Kharghar,4
2038,15000000,1680,Kharghar,3
2040,9000000,1000,Kharghar,2
2041,11000000,1060,Kharghar,2
2042,10500000,1095,Kharghar,2
2044,10500000,1150,Kharghar,2
2050,4200000,680,Kharghar,1
2051,28000000,2470,Kharghar,4
2054,9500000,1025,Kharghar,2
2055,9500000,950,Kharghar,2
2058,13000000,1197,Kharghar,2
2059,13700000,1380,Kharghar,2
2066,6000000,555,Kharghar,1
2067,6200000,650,Kharghar,1
2068,5000000,600,Kharghar,1
2069,6500000,650,Kharghar,1
2070,5200000,700,Kharghar,1
2071,4200000,646,Kharghar,1
2072,5500000,560,Kharghar,1
2073,5500000,670,Kharghar,1
2074,6000000,740,Kharghar,1
2075,5500000,636,Kharghar,1
2076,4200000,680,Kharghar,1
2077,16500000,1635,Kharghar,3
2079,13500000,1500,Kharghar,3
2080,22500000,1850,Kharghar,3
2081,5700000,610,Kharghar,1
2082,4800000,655,Kharghar,1
2083,4500000,660,Kharghar,1
2084,4300000,650,Kharghar,1
2085,4500000,680,Kharghar,1
2086,5300000,670,Kharghar,1
2087,4803000,655,Kharghar,1
2089,15500000,1645,Kharghar,3
2090,13000000,1395,Kharghar,3
2094,4500000,615,Kharghar,1
2095,5300000,670,Kharghar,1
2096,6000000,765,Kharghar,1
2097,5600000,650,Kharghar,1
2098,4803000,655,Kharghar,1
2099,17500000,1760,Kharghar,3
2100,12000000,1415,Kharghar,3
2101,15000000,1685,Kharghar,3
2103,16600000,1650,Kharghar,3
2104,13000000,1395,Kharghar,3
2106,16600000,1650,Kharghar,3
2107,13000000,1395,Kharghar,3
2110,5700000,650,Kharghar,1
2111,5500000,560,Kharghar,1
2112,6000000,765,Kharghar,1
2113,5600000,650,Kharghar,1
2114,4900000,655,Kharghar,1
2115,13500000,1390,Kharghar,3
2116,22000000,1590,Kharghar,3
2117,17500000,1760,Kharghar,3
2118,17800000,1716,Kharghar,3
2122,15000000,1635,Kharghar,3
2123,10000000,1078,Kharghar,2
2124,17500000,1760,Kharghar,3
2127,12500000,1147,Kharghar,2
2128,13000000,1197,Kharghar,2
2129,15000000,1300,Kharghar,3
2133,6200000,650,Kharghar,1
2134,5500000,650,Kharghar,1
2135,5000000,550,Kharghar,1
2136,5500000,550,Kharghar,1
2137,4200000,650,Kharghar,1
2138,5200000,700,Kharghar,1
2139,4200000,646,Kharghar,1
2140,6500000,650,Kharghar,1
2141,6000000,740,Kharghar,1
2142,5000000,570,Kharghar,1
2143,5500000,670,Kharghar,1
2144,4200000,680,Kharghar,1
2145,5500000,636,Kharghar,1
2146,4300000,640,Kharghar,1
2147,15500000,1700,Kharghar,3
2148,16500000,1635,Kharghar,3
2151,13500000,1500,Kharghar,3
2152,16000000,1750,Kharghar,3
2153,22000000,1590,Kharghar,3
2155,16600000,1650,Kharghar,3
2159,6000000,555,Kharghar,1
2160,4900000,600,Kharghar,1
2161,4200000,646,Kharghar,1
2162,6500000,650,Kharghar,1
2163,4500000,650,Kharghar,1
2164,6000000,740,Kharghar,1
2165,5500000,670,Kharghar,1
2166,4300000,640,Kharghar,1
2167,5500000,650,Kharghar,1
2168,13500000,1400,Kharghar,3
2169,16000000,1750,Kharghar,3
2170,15000000,1780,Kharghar,3
2176,5100000,700,Kharghar,1
2177,5200000,625,Kharghar,1
2178,4200000,646,Kharghar,1
2179,5500000,670,Kharghar,1
2180,5500000,550,Kharghar,1
2181,6500000,650,Kharghar,1
2182,5400000,650,Kharghar,1
2183,5300000,660,Kharghar,1
2184,5500000,550,Kharghar,1
2185,5000000,570,Kharghar,1
2187,14000000,1550,Kharghar,3
2188,17100000,1760,Kharghar,3
2189,16000000,1750,Kharghar,3
2191,6000000,759,Kharghar,1
2192,4850000,600,Kharghar,1
2193,4300000,640,Kharghar,1
2194,4500000,550,Kharghar,1
2195,4100000,620,Kharghar,1
2196,5000000,550,Kharghar,1
2197,5500000,745,Kharghar,1
2198,4500000,580,Kharghar,1
2199,5000000,570,Kharghar,1
2200,5300000,670,Kharghar,1
2201,19000000,1845,Kharghar,3
2202,15500000,1700,Kharghar,3
2203,13500000,1400,Kharghar,3
2205,15500000,1645,Kharghar,3
2206,16500000,1585,Kharghar,3
2208,10000000,1075,Kharghar,2
2209,10500000,1155,Kharghar,2
2210,4700000,625,Kharghar,1
2211,6200000,720,Kharghar,1
2212,4500000,550,Kharghar,1
2213,6900000,735,Kharghar,1
2214,4500000,580,Kharghar,1
2218,16000000,1750,Kharghar,3
2219,10500000,1098,Kharghar,2
2220,9500000,1000,Kharghar,2
2221,4500000,550,Kharghar,1
2226,16200000,1650,Kharghar,3
2227,15000000,1440,Kharghar,3
2228,13200000,1370,Kharghar,3
2229,9500000,1000,Kharghar,2
2230,15000000,1760,Kharghar,3
2232,16200000,1675,Kharghar,3
2233,11000000,1060,Kharghar,2
2234,11600000,1150,Kharghar,2
2235,5600000,670,Kharghar,1
2238,2300000,310,Kharghar,1
2240,22000000,1650,Kharghar,3
2241,14500000,1360,Kharghar,2
2242,11500000,1250,Kharghar,2
2243,14900000,1550,Kharghar,3
2244,3850000,510,Kharghar,1
2245,2850000,305,Kharghar,1
2246,12100000,1251,Kharghar,2
2251,17500000,1750,Kharghar,3
2253,16500000,1560,Kharghar,3
2254,3700000,640,Kharghar,1
2256,22000000,1770,Kharghar,3
2258,3100000,450,Kharghar,1
2259,5500000,655,Kharghar,1
2260,9500000,852,Kharghar,2
2261,17500000,1600,Kharghar,3
2263,16500000,1502,Kharghar,3
2264,17500000,1600,Kharghar,3
2265,4800000,650,Kharghar,1
2266,14000000,1600,Kharghar,3
2270,13500000,1256,Kharghar,2
2271,16500000,1600,Kharghar,3
2272,16500000,1600,Kharghar,3
2273,21000000,2030,Kharghar,3
2275,16000000,1680,Kharghar,3
2276,17000000,1810,Kharghar,3
2280,31100000,3275,Kharghar,4
2281,16000000,1680,Kharghar,3
2282,17000000,1810,Kharghar,3
2286,31100000,3275,Kharghar,4
2287,30400000,3205,Kharghar,4
2288,12300000,1305,Kharghar,2
2289,11600000,1230,Kharghar,2
2290,16000000,1725,Kharghar,3
2292,16500000,1660,Kharghar,3
2293,18500000,1700,Kharghar,3
2294,15500000,1130,Kharghar,2
2295,17900000,1810,Kharghar,3
2296,30400000,3205,Kharghar,4
2297,13300000,1482,Kharghar,3
2298,11200000,1025,Kharghar,2
2299,11000000,1131,Kharghar,2
2302,3700000,500,Kharghar,1
2305,18500000,1700,Kharghar,3
2308,5800000,750,Kharghar,1
2310,15500000,1605,Kharghar,3
2314,5300000,660,Kharghar,1
2316,10000000,1100,Kharghar,2
2317,13000000,1150,Kharghar,2
2318,16200000,1850,Kharghar,3
2319,13500000,1235,Kharghar,2
2320,10200000,1050,Kharghar,2
2321,13500000,1235,Kharghar,2
2322,14200000,1440,Kharghar,3
2323,5300000,612,Kharghar,1
2324,5500000,676,Kharghar,1
2325,5500000,650,Kharghar,1
2326,16000000,1600,Kharghar,3
2327,4300000,650,Kharghar,1
2332,30000000,2950,Kharghar,4
2333,5500000,560,Kharghar,1
2335,6000000,700,Kharghar,1
2336,4500000,650,Kharghar,1
2337,5500000,649,Kharghar,1
2338,5500000,660,Kharghar,1
2339,14800000,1600,Kharghar,3
2340,11800000,1150,Kharghar,2
2342,5700000,650,Kharghar,1
2343,5700000,650,Kharghar,1
2344,6500000,750,Kharghar,1
2345,4200000,630,Kharghar,1
2346,5700000,650,Kharghar,1
2347,4800000,540,Kharghar,1
2348,30000000,2355,Kharghar,4
2349,21000000,2250,Kharghar,4
2351,4100000,635,Kharghar,1
2352,7000000,600,Kharghar,1
2354,5200000,690,Kharghar,1
2355,7500000,600,Kharghar,1
2358,7100000,560,Kharghar,1
2360,13000000,1000,Kharghar,2
2361,15500000,1185,Kharghar,2
2362,15500000,1435,Kharghar,3
2363,15000000,1530,Kharghar,3
2364,5300000,390,Kharghar,1
2366,13500000,1000,Kharghar,2
2367,12900000,1300,Kharghar,3
2369,9600000,650,Kharghar,1
2370,11000000,1083,Kharghar,2
2373,11000000,1083,Kharghar,2
2377,15500000,1140,Kharghar,2
2378,15500000,1530,Kharghar,3
2381,12000000,1414,Kharghar,3
2384,14500000,1600,Kharghar,3
2386,9500000,675,Kharghar,1
2388,11000000,800,Kharghar,2
2390,6000000,590,Kharghar,1
2391,10500000,1200,Kharghar,3
2392,11100000,911,Kharghar,2
2393,12700000,1117,Kharghar,2
2395,5500000,560,Kharghar,1
2396,9800000,650,Kharghar,1
2397,10000000,1090,Kharghar,2
2400,7200000,640,Kharghar,1
2403,5500000,600,Kharghar,1
2404,5000000,450,Kharghar,1
2405,8000000,650,Kharghar,1
2407,5200000,675,Kharghar,1
2408,16000000,1300,Kharghar,2
2409,14500000,1600,Kharghar,3
2412,8000000,800,Kharghar,2
2413,11000000,914,Kharghar,2
2415,14500000,1600,Kharghar,3
2417,9500000,675,Kharghar,1
2419,11000000,800,Kharghar,2
2421,6000000,590,Kharghar,1
2422,10500000,1200,Kharghar,3
2423,11100000,911,Kharghar,2
2424,12700000,1117,Kharghar,2
2426,5500000,560,Kharghar,1
2427,9800000,650,Kharghar,1
2428,10000000,1090,Kharghar,2
2431,7200000,640,Kharghar,1
2434,5500000,600,Kharghar,1
2435,5000000,450,Kharghar,1
2436,8000000,650,Kharghar,1
2438,5200000,675,Kharghar,1
2439,16000000,1300,Kharghar,2
2440,14500000,1600,Kharghar,3
2443,8000000,800,Kharghar,2
2444,11000000,914,Kharghar,2
2447,7200000,640,Kharghar,1
2450,5500000,600,Kharghar,1
2451,5000000,450,Kharghar,1
2452,8000000,650,Kharghar,1
2454,5200000,675,Kharghar,1
2455,16000000,1300,Kharghar,2
2456,14500000,1600,Kharghar,3
2459,8000000,800,Kharghar,2
2460,11000000,914,Kharghar,2
2463,10000000,670,Kharghar,1
2464,13500000,1500,Kharghar,3
2466,8000000,800,Kharghar,1
2469,5000000,600,Kharghar,1
2470,8500000,650,Kharghar,1
2472,9500000,1050,Kharghar,2
2474,6000000,735,Kharghar,1
2475,9500000,759,Kharghar,1
2477,6500000,735,Kharghar,1
2478,6500000,649,Kharghar,1
2479,8500000,660,Kharghar,1
2480,10500000,1000,Kharghar,2
2481,13700000,1120,Kharghar,2
2485,4200000,649,Kharghar,1
2486,8000000,650,Kharghar,1
2490,15000000,1120,Kharghar,2
2493,4200000,735,Kharghar,1
2494,4400000,650,Kharghar,1
2495,6500000,620,Kharghar,1
2496,6500000,735,Kharghar,1
2497,6500000,735,Kharghar,1
2498,10500000,735,Kharghar,1
2502,15500000,1677,Kharghar,3
2503,20000000,1530,Kharghar,3
2508,5200000,735,Kharghar,1
2509,5300000,641,Kharghar,1
2510,6000000,660,Kharghar,1
2511,4200000,735,Kharghar,1
2512,5200000,650,Kharghar,1
2513,5300000,641,Kharghar,1
2514,8500000,660,Kharghar,1
2516,5200000,735,Kharghar,1
2518,5200000,660,Kharghar,1
2519,6000000,641,Kharghar,1
2522,12000000,1380,Kharghar,3
2525,13000000,1530,Kharghar,3
2529,14500000,1215,Kharghar,2
2531,14000000,1650,Kharghar,3
2532,14000000,1100,Kharghar,2
2533,12500000,1150,Kharghar,2
2539,10000000,1031,Kharghar,2
2541,5600000,620,Kharghar,1
2542,8600000,620,Kharghar,1
2543,10500000,1080,Kharghar,2
2544,10500000,980,Kharghar,2
2546,6500000,685,Kharghar,1
2547,13500000,1525,Kharghar,3
2548,13500000,1370,Kharghar,3
2551,14000000,1150,Kharghar,2
2552,8500000,920,Kharghar,2
2554,7000000,630,Kharghar,1
2555,14500000,1650,Kharghar,3
2557,4700000,650,Kharghar,1
2558,7000000,625,Kharghar,1
2559,10500000,950,Kharghar,2
2561,7400000,720,Kharghar,1
2562,9300000,950,Kharghar,1
2564,5000000,700,Kharghar,1
2565,9500000,650,Kharghar,1
2567,5900000,650,Kharghar,1
2569,6500000,700,Kharghar,1
2570,6500000,700,Kharghar,1
2571,6500000,650,Kharghar,1
